article_author,article_title,index_link,article_dt,article_text,article_IP,article_ncomments
andrewkuo (),[新聞] 專訪系列二》謝衣鳳只是公主？吳音寧：,https://www.ptt.cc/bbs/HatePolitics/M.1689564024.A.4E4.html,Mon Jul 17 11:20:22 2023,"NewTalk專訪系列二》謝衣鳳只是公主？吳音寧：我對上的是整個家族勢力民進黨徵召的彰化縣立委第三選區參選人吳音寧，接受《新頭殼》專訪時表示，她不會把國民黨提名的現任立委謝衣鳳當成對手，「謝衣鳳不過是謝家的公主，我們要對付的是在地方40年來盤根錯結、既有的政商勢力！」《新頭殼》記者問：「謝衣鳳不僅是現任立委，也是國民黨彰化縣黨部主委，未來可能是國民黨在2026年推出的彰化縣長參選人，您怎麼看待這位強而有力的對手？」吳音寧看謝衣鳳 總是點無奈、心情不是很好吳音寧直言：「我不會把謝衣鳳當成對手，她不過是謝家的公主，我想到的應該是說，我們要對上的是謝家整個家族，長達40年來的盤根錯結，既有傳統的政商勢力，這個才是我們的對手。」「我有時候看到謝衣鳳，會覺得她有點無奈，看起來好像心情不好，她身上背負的是，要維持家族的事業利益包袱與責任在她身上，因為那個家族勢力這麼龐大，她做為一個門面，肩上擔負的這個東西。」吳音寧再強調：「我們對的不是她（謝衣鳳），而是對謝家整體的地方勢力。」吳音寧：謝衣鳳沒有在做服務《新頭殼》記者問：「不可否認，謝家在地方選民服務做得很到位，不是嗎？」但吳音寧並不認同。她說：「那是因為他們有非常綿密的樁腳系統，可以有很多助理，以溪州鄉為例，公所和農會都是他們所掌控的。服務好，並不是謝衣鳳個人的，謝衣鳳沒有在做服務，是這個系統在做事情。」吳音寧說：「那不在這個系統內的人呢？年輕人可能沒有辦法出頭，我的意思是，如果沒有進入他們的體系，你找補助，有像議長謝典林拿補助這麼輕而易舉嗎？你沒有在這個系統裡面，你要有比較好、比較公平的創業機會，還有你要有政策上協助的機會，有資源上的協助，你可能就是沒有辦法，跟他們有那麼公平的機會。」台中顏家惹上官司 彰化謝家很多傳聞不能公開講《新頭殼》記者問：「台中顏家有諸多不法事件，經由選舉被挖出來，甚至被起訴，但謝家有嗎？為何似乎沒有爆出來？」吳音寧說：「謝家在這個地方經營很久，事業非常多，有瓦斯行、營造廠、有線電視、公關公司、餐廳…各式各樣，事業版圖非常大，這裡頭必然是有一些事情，過去外界並沒有花很多心力找尋找出明顯不法之處，反而是地方上對謝家如何發跡？有一些傳聞，但又沒辦法公開講…」吳音寧認為，台中顏家是因為去年初的中二選區立委補選，全台灣都在關注這一場選舉，很多外部力量進入了台中，找出這些不法情事；但是謝家參與的地方選舉，外界可能沒有像中二立委補選有那麼大的力量去找出這些東西，而且需要實際的證據，「很多傳聞在地方都有的。」地方流傳一張截團，謝家有位成員在網路上發文，大意是本來要選XX鎮長，現在要退選了，「退選不是認輸，而為了更貪…」，這篇發文還tag了鄭汝芬（前立委，謝衣鳳的母親）。吳音寧說：「這個家族內部狀況，地方上的傳聞，大家都知道，但不會在正式的場合說出來…」吳音寧在參選宣言中強調，「彰化縣第三選區卻被台灣少見的三代家族政治勢力所壟斷，不僅無法帶動地方進步，更限制住這裡多元發展的可能性。這些問題，多年來鄉親們點滴在心頭…哪怕接下來，將面臨多大的困難與挑戰；哪怕再一次，面對各式各樣的謊言攻擊，為了家鄉更好，我願意，為了台灣更好，我願意。」只能說這一區的立委,是被洪宗熠搞掉的,洪選上立委之後就自大了起來,想要建議一些事情結果FB封鎖,這就是新潮流對待選民的態度,跟魏明谷一樣,太驕傲了.--",175.183.33.46 (臺灣),6
loser1 (基輔羅斯進軍烏拉山以西),Re: [討論] 柯文哲實在愧對他的30%支持度,https://www.ptt.cc/bbs/HatePolitics/M.1689564024.A.082.html,Mon Jul 17 11:20:22 2023,柯文哲「本人」就算支持度不輸當年的阿扁，但是阿扁當年是承民進黨十五年來的累積，黨外三十年的努力，同時民進黨一有機會就培養學運世代年輕人，羅文嘉馬永成鄭文燦翁章梁林佳龍陳其邁等，當時國民黨媒體還蔑稱民進黨是「童子軍治國」而柯文哲自己有想到從基層培養什麼骨幹嗎?科科。--漢靈帝有十常侍唐明皇有高力士Judy 有鄭和朱德正有劉瑾木工有魏忠賢偉大的皇上也是要有高明的廠公才能照顧到方方面面......從世紀末開始，就看到國民黨一直在嘲笑對手童子軍治國，然後很不幸的一代一代的年輕人投入民進黨就可以一直向上，投入國民黨的年輕人像羅智強像林益世像徐巧芯.........ㄎㄎ。啊柯師父之前與民進黨結盟時也一付禮賢下士的樣子，結果是包裝；時代力量則是一群童子軍出來要搶位子但是得罪所有人，ㄎㄎ......加油,125.227.9.148 (臺灣),12
zeroinfany (zero & infany & Tudou),[討論] 多點寬容,https://www.ptt.cc/bbs/HatePolitics/M.1689564048.A.F15.html,Mon Jul 17 11:20:46 2023,多點寬容給哥布林1.他們這幾年過得太鱉屈了，   每每遇到不正常的施政與事件，   只能視而不見   除了詆毀他人外，別無宣洩   否則就選戰還有五點多月，很難熬2.我對民進黨的厭惡的其中一點是   民進黨讓社會失去了遊行集會的信任與動力   因為靠著社會運動起來起家民進黨   最後執政後卻幹著與運動訴求另一端的髒事   導致會讓人對此類運動失去信心   昨遊行人數除了天熱原因外，   也體現了要恢復大型社會運動的能量，   仍有一段路要走3.民眾黨最近太順風順水，   回檔修正不是壞事，   如果將時間拉長到4～5年或更久，   這都是小事，只要檢討修正即可   時間是站在民眾黨這邊-----Sent from JPTT on my Samsung SM-A528B.--,42.73.211.90 (臺灣),31
takuminauki (史迪格里茲粉),Re: [討論] 馬英九15年怎麼沒灑幣？,https://www.ptt.cc/bbs/HatePolitics/M.1689564048.A.DD7.html,Mon Jul 17 11:20:46 2023,藍腦在胡說什麼鬼阿是以為大家都20歲嗎?? 拜託大家對馬廢物8年都歷歷在目拉馬英九的NCC主委石世豪就是護航中天的那個拉早在2014年NCC就決議要關中天了過半諮詢委員建議不換照這位石主委硬護航，提出4附加條件，限期半年完成，就這樣給中天換照然後2020年公聽會才發現當年NCC提出的條件，中天沒有一項做到!!至於馬廢物在2015年提的大法官對同婚釋憲表決黃虹霞，部分不同意吳陳鐶，不同意林俊益，未舉手支持蔡明誠，未舉手支持綠骨????藍腦腦子真的有平行宇宙--,114.46.53.250 (臺灣),9
coeXist (蔓),[討論] 政黑綠粉這次政黨票願意改投時力嗎?,https://www.ptt.cc/bbs/HatePolitics/M.1689564118.A.B5C.html,Mon Jul 17 11:21:56 2023,"現在政黑討論716正夯而政黑也是一直以批評柯文哲為主流燈泡媽在716上台 新聞說是1人打3人(侯柯賴)有網友統計燈泡媽演講 提到的人物次數：侯2次賴1次馬1次蔡0次柯8次這比例很符合政黑的風向耶看上週餵藥事件後的風向 時力高機率會0席時力是否明年泡沫化 全看政黑綠粉願不願意改投時力了讓時力明年繼續存在繼續扮演中立角色去痛罵柯文哲 對民進黨必定是好事綠粉決定轉投時力的請+1--常來政黑板的誰沒中毒啊他現在跟滾了不是一樣嗎 昨天時力一起上台時 國昌並沒有站在一起耶王婉諭：遇到民眾黨柯文哲就縮起來 這算什麼時代力量照時力現在不開除國昌 表示時力不認為國昌遇到柯文哲就縮起來 所以不開除他燈泡媽都上台講的這麼得綠粉的心了 都沒綠粉要救時力 那也太無情了請問你認為時力該開除國昌還是維持現狀呢?邱顯智打柯時 按讚難得破萬 但也沒有綠粉要因此改投時力的樣子好的 等看名單 不過我沒聽過""行動力量"" 剛google也沒有人物出現這啥?看來中立的天獅這次會投時力吧 太好了",36.237.150.187 (臺灣),42
oppo5566 (5566),[討論] 一場遊行徹底打垮柯文哲的總統夢,https://www.ptt.cc/bbs/HatePolitics/M.1689564173.A.FE0.html,Mon Jul 17 11:22:51 2023,前陣子大家還很擔心柯民調會不會一直上升超過賴清德  原本我不確定但看完遊行後  我可以保證  不可能！昨天的遊行人數跟性別比例一出來各界譁然！這代表了以下幾點情況1. 柯文哲粉絲行動力不佳  常常鍵盤支持2.  民調30％裡面  會實際出來投票的大概不到一半3.  支持柯屁已經完全被貼上仇女  厭女等標籤  想撕都撕不下來這一場遊行辦下來真的徹底打垮柯文哲的總統夢阿北粉絲現在看到臉都綠了真的好慘....--,146.70.42.19 (丹麥),68
Zphoenix (細雨雙羊湖),[討論] 柯粉該向藍粉說服716沒失敗 而非綠粉,https://www.ptt.cc/bbs/HatePolitics/M.1689564187.A.33D.html,Mon Jul 17 11:23:03 2023,今天不管716出來多少人，反正塔綠班都被柯布林說是死忠仔了，地板40%就是擺在那邊，如果真的10萬人可能會嚇一跳，3萬人不到也是嚇一跳，等到投票日那天看到賴神蓋下去壓壓驚就好但現在問題在於藍粉的態度啊，本來柯文哲來勢洶洶，已經要當上反綠領袖了，一度唬得藍營選民自動棄保拼下架民進黨現在宣傳1個月的造勢大遊行人數就這樣，本來已經收服的藍軍小雞大概又要重新生涯規劃了，還在觀望的中南部地方勢力，才不會相信柯文哲的空氣票，你支持者叫不出來就別想要人家易幟幫你打天下這個故事很像當初闖王一度黃袍加身，收編了明朝一堆降將，眼看就要成為下一個正統王朝結果一片石大戰被後金K.O.，一堆收編來的背骨仔發現大順就是個泡泡，馬上又投降回去南明或自立門戶柯文哲終究只能當慕容復發糖果的，柯糞最終還是要吃屎的，說服不了藍粉跟柯糞一起吃屎的那一瞬間，結局就已經注定了，柯憐啊--  「ん､ごめ                        ト--,223.140.139.44 (臺灣),9
hamsters56 (鼠鼠so cute),[新聞] 蔡英文稱「冷氣不錯」對比凱道熱汗  侯,https://www.ptt.cc/bbs/HatePolitics/M.1689562453.A.773.html,Mon Jul 17 10:54:11 2023,蔡英文稱「冷氣不錯」對比凱道熱汗　侯友宜斥穿外套還說風涼話ETTODAY記者鄭佩玟／台北報導國民黨總統參選人侯友宜及大約3萬群眾昨頂著豔陽參加「七月十六上凱道，公平正義救台灣」集會，民進黨則在圓山大飯店舉辦全代會，。侯友宜今（17日）對此痛批，民進黨「說一套做一套，大熱天穿外套」，在圓山飯店「吹冷氣說風涼話」，希望這個不公不義的民進黨被下架。民進黨昨在圓山飯店召開全代會，蔡英文穿著總統參選人賴清德的棒球外套進場，有記者問到「總統妳會不會熱？」蔡英文笑回「冷氣還不錯」。不過在同一時間，大約有3萬群眾正頂著豔陽參加「七月十六上凱道，公平正義救台灣」集會，期間還有2人中暑。對此，侯友宜今出席「新北市盃羽球及桌球錦標賽暨友誼賽開幕典禮」會後受訪時表示，大熱天穿外套，完全沒傾聽烈日底下人民的聲音，在圓山飯店「吹冷氣說風涼話」，希望做得不公不義、完全沒辦傾聽人民聲音的民進黨下架！2017年民進黨強硬惡修勞基法當時勞團在立法院外面抗議民進黨立委還也是酸那些抗議的吶喊都是錄音帶毫無傾聽民意的想法認真的勞工都在工作 邱議瑩：外面抗議聲是錄音帶2017/12/04 自由 即時新聞／綜合報導--,49.216.133.80 (臺灣),290
ntlutw (Louis888),[黑特] 母豬就是賤，吹冷氣穿外套,https://www.ptt.cc/bbs/HatePolitics/M.1689562514.A.FB1.html,Mon Jul 17 10:55:12 2023,母豬在飯店吹冷氣還穿著外套，然後說冷氣不錯幹她老木臭逼央啦，電都被她搞不夠了穿著外套吹冷氣，還說冷氣不錯？這就是綠處最愛的賤母豬，也是賴檳榔的好主子幹林良的臭逼央--,101.137.137.159 (臺灣),43
ccl007 (政憲昇),[討論]820還有還路於民大遊行,https://www.ptt.cc/bbs/HatePolitics/M.1689562532.A.9F6.html,Mon Jul 17 10:55:29 2023,如題希望大家有空可以去參加(我們的國昌老師也會去喔 這場算主題非常明確)不過七月初開始的提高罰則我自己最近過馬路的時候算有感(我不會去因為改革算有成 窮寇莫追)可是又有一批人連署要廢除道交檢舉制度(快五千人了)個人是建議直接提案公投好了明年初就來投票 公投沒過就維持現狀繼續檢舉不然檢舉制度來來去去真的很沒意思另外一種方式就是下放各地方政府決定像台北市 有的人一天不打1999就渾身不對勁--我覺得現在是細部化執行這些政策的時候例如說 開車的人要有手勢確定讓你而走路的人更要擺出手勢 確認 我要過馬路是說交通部也要訂行人過馬路罰則 禁止過馬路滑手機等我也幫宣傳,122.100.80.235 (臺灣),56
tysh710320 (魯酸菌),[新聞] 716凱道活動男女比懸殊？賴香伶：也許很,https://www.ptt.cc/bbs/HatePolitics/M.1689562679.A.419.html,Mon Jul 17 10:57:57 2023,"自由716凱道活動男女比懸殊？賴香伶：也許很多女性還在家顧孩子、長輩〔記者黃靖媗／台北報導〕由時代力量前立委黃國昌、「館長」陳之漢舉辦的「716上凱道 公平正義救台灣」活動昨日順利落幕，，也許昨天很多的女性，都還在家裡照顧孩子、照顧長輩，他們也要看有怎麼樣的方式，透過這次的修法或倡議，推動親職平權、親職均等性別概念。時代力量黨主席、立委王婉諭也說，他認為是台灣政治的現狀，絕大多數會在台下發聲者，大概都是以男性居多，這是長期以來台灣政治的現象，在性別平權的角度之下，過去很多女性比較忙於家務、也對公共議題較為冷感，他們希望能喚起更多不論性別、年紀、族群的公民，更關心自己的生活環境與社會議題，站出來為自己的期待與理想發聲。奇怪~ 不是說在樹下嗎   怎麼又變成在家裡了?   昨天林珍羽還錄政論(被打入""冷""宮)連這也可以包牌  柯憐阿   薛丁格的阿北女性支持者/女柯粉原來女性參與公民社會比女性從政難度高(?)同志遊行女生都還比較多  這不算社會參與的一種嗎?--醒醒吧 阿北沒有女粉",1.163.24.42 (臺灣),133
